gameID,team,FG,FGA,3P,3PA,FT,FTA,ORB,TOV,DRB,POSS,EFGP,NTOVP,ORBP,NFTP,fourFactorScore
201912130CHI,Chicago Bulls,27,90,7,34,12,14,11,12,34,96.6,-0.054032258064516114,-0.08281573498964803,-0.061111111111111116,-0.0818565400843882,-0.05578700676689207
201912130MEM,Memphis Grizzlies,38,98,20,49,18,23,11,13,34,109.2,-0.09654631083202514,-0.03663003663003664,-0.016319869441044493,-0.138165611072015,-0.09360059803005583
201912130MIA,Miami Heat,39,85,10,33,22,28,5,8,29,99.2,-0.022279934390377232,-0.11088709677419355,-0.2036301758366421,0.08640973630831644,-0.027885931258580892
201912130MIN,Minnesota Timberwolves,38,85,10,41,31,37,7,18,32,110.8,-0.08661477411477408,-0.009025270758122733,-0.04090909090909092,-0.07833209233060312,-0.08322228764955658
201912130ORL,Orlando Magic,40,91,15,37,12,16,13,6,24,90.4,-0.10090624999999998,-0.0331858407079646,0.045026881720430095,-0.007666751852798359,-0.08920280939517007
201912130PHI,Philadelphia 76ers,43,87,7,20,23,34,9,9,38,100.6,0.05511515353805074,0,-0.025714285714285717,-0.008359456635318674,0.04798354563311864
201912130SAC,Sacramento Kings,39,83,17,39,6,8,8,13,33,91.2,0.0013442622950819438,0.054824561403508776,-0.10739614994934144,0.009131261889663914,-0.003246475342271678
201912130UTA,Utah Jazz,37,79,16,38,24,31,7,13,36,97.4,0.005448717948717985,0.010266940451745366,-0.10926829268292684,0.13896230351926556,0.00510159306498792
201912140CHI,Chicago Bulls,40,85,14,31,15,18,12,17,38,97.2,0.013015551048005392,0.020576131687242788,0.09881422924901184,-0.14852941176470588,0.01091929225193964
201912140DAL,Dallas Mavericks,45,101,17,44,11,17,8,11,40,110.8,0.010186891287180866,0.02707581227436824,0.04273504273504275,-0.1987814166031988,0.0036244557538306476
201912140DEN,Denver Nuggets,43,85,7,27,17,23,10,15,34,99.2,0.020947802197802234,0,0.07926829268292682,-0.046913580246913555,0.020939893402291812
201912140HOU,Houston Rockets,41,102,13,45,12,18,11,11,35,109.2,-0.04121183357063751,-0.027472527472527458,-0.03913043478260869,-0.11061381074168797,-0.043746449657096995
201912140MEM,Memphis Grizzlies,48,84,11,27,21,24,9,23,37,107.6,0.13238848604702264,0.04646840148698886,0.05208333333333334,-0.04411764705882354,0.12045378224150399
201912140MIL,Milwaukee Bucks,46,85,14,37,19,26,8,12,33,99.4,0.04642622950819669,-0.06036217303822937,-0.07154471544715446,0.10130718954248367,0.04165503663633636
201912140PHO,Phoenix Suns,45,103,10,40,19,26,6,10,53,117.4,-0.0032908268202386237,-0.00851788756388415,-0.05528188286808976,-0.05138303718629786,-0.007866338644710005
201912140TOR,Toronto Raptors,38,98,14,40,20,25,10,11,41,109,0.019964507542147292,-0.08256880733944955,-0.06216931216931215,0.08526975146494242,0.017444693164670157
201912150ATL,Atlanta Hawks,31,86,12,42,22,25,8,19,34,107,-0.045720108695652184,-0.028037383177570097,-0.11973299958281186,-0.029900332225913595,-0.0486111349260398
201912150BRK,Brooklyn Nets,43,94,9,24,14,18,12,16,39,105.2,0.04986380145278446,0,0.1268958543983822,0.03265710044532409,0.05252849804523809
201912150DEN,Denver Nuggets,44,94,10,28,13,19,17,9,31,93.6,0.020686963309914153,-0.021367521367521375,0.02888888888888891,0.04255319148936171,0.021551163869266442
201912150GSW,Golden State Warriors,30,76,6,25,13,18,7,20,18,96.2,-0.1791496796738497,-0.0727650727650728,-0.01108647450110864,-0.05116959064327484,-0.1645634697849019
201912150IND,Indiana Pacers,40,88,10,35,17,20,8,9,43,97,0.11788617886178862,-0.010309278350515455,-0.11312056737588652,-0.07055444555444557,0.09751626200113248
201912150NOP,New Orleans Pelicans,47,88,19,43,6,12,11,17,29,98.8,-0.011791720970644848,0.08097165991902835,0.04568854568854569,-0.1677732379979571,-0.014229334509881082
201912160DET,Detroit Pistons,41,86,13,39,24,34,12,14,24,101.6,-0.09540983606557374,-0.00984251968503938,0.07419354838709677,0.08588794926004228,-0.07882208226611023
201912160HOU,Houston Rockets,40,98,11,43,18,27,14,12,44,106.8,-0.040208190345458694,-0.056179775280898875,0.08344198174706649,-0.003139717425431704,-0.03270265867338576
201912160MEM,Memphis Grizzlies,42,86,13,36,21,30,16,15,29,97,-0.007220921155347393,0.010309278350515483,0.1691919191919192,-0.07680160780935974,-0.001008204609085928
201912160MIL,Milwaukee Bucks,44,105,11,41,17,24,15,8,37,107.6,-0.040803865349899104,-0.055762081784386616,0.07645951035781542,-0.08809523809523809,-0.03698193363867181
201912160OKC,Oklahoma City Thunder,35,69,16,34,23,28,9,26,33,97.2,0.014933355273983873,0.1337448559670782,0.12556390977443607,0.2068965517241379,0.029331525863943587
201912160PHO,Phoenix Suns,41,90,12,34,16,19,11,20,33,106.6,-0.01927282668124658,0,0.04152823920265783,-0.0246031746031746,-0.016253259037116014
201912160TOR,Toronto Raptors,52,89,16,32,13,17,6,7,35,96.8,0.09586776859504131,-0.030991735537190077,-0.0378787878787879,0.0016229712858926437,0.0841420538376616
201912170CHO,Charlotte Hornets,39,81,13,30,19,27,16,16,35,91.8,0.06375606375606374,0.06535947712418301,0.18803418803418803,0.10269976936643602,0.07154375232806605
201912170IND,Indiana Pacers,41,85,10,25,13,20,13,12,30,92,0.03293591654247391,-0.010869565217391297,-0.0011086474501108556,0.06502908855850033,0.032079360405887075
201912170LAC,Los Angeles Clippers,45,89,14,32,16,22,6,15,38,106.8,0.09398564275803828,-0.03745318352059926,-0.14629629629629629,0.11114782991848424,0.08134364502895301
201912170NOP,New Orleans Pelicans,37,107,11,40,16,24,16,8,42,108.6,-0.047921390778533635,-0.027624309392265192,0.125,-0.027550623052959522,-0.038257519716721304
201912170NYK,New York Knicks,53,95,13,28,24,31,13,11,42,105.4,0.11402152753921907,0.0094876660341556,0.14852941176470588,0.10111642743221691,0.11418537913116268
201912170UTA,Utah Jazz,42,90,15,36,10,16,10,14,48,100.4,0.03738839285714285,0.1095617529880478,0.13584288052373159,-0.007168458781362019,0.041250576776241145
201912180CLE,Cleveland Cavaliers,40,74,7,26,13,17,10,23,38,93.8,0.09515625,0.1492537313432836,0.05031446540880502,0.054796554796554806,0.09184074777573528
201912180DAL,Dallas Mavericks,34,87,15,43,20,25,10,7,32,94,-0.011414392059553358,-0.08510638297872342,-0.10434782608695653,-0.08406843090082866,-0.01970414522376623
201912180DEN,Denver Nuggets,40,84,11,27,22,25,14,17,38,97,0.04353059956508232,0.0515463917525773,0.1675503711558855,0.04351395730706076,0.04981108037617656
201912180DET,Detroit Pistons,39,87,6,35,15,22,10,15,38,100.8,-0.016848816029143898,0.029761904761904753,-0.01777777777777778,-0.058355437665782495,-0.01808942177413065
201912180MIN,Minnesota Timberwolves,36,95,10,39,17,27,12,10,31,103.8,-0.07218111125047033,-0.06743737957610789,-0.047619047619047644,-0.01872705018359852,-0.06876740830948071
201912180OKC,Oklahoma City Thunder,46,84,7,24,27,34,6,12,29,103.6,0.018333333333333313,-0.009652509652509647,-0.18301435406698563,0.20021645021645024,0.015261415208783614
201912180PHI,Philadelphia 76ers,38,90,12,39,16,18,15,13,26,95.2,-0.0554664528201016,0.01050420168067226,-0.0031796502384737746,-0.010457516339869272,-0.05039204868680317
201912180POR,Portland Trail Blazers,44,97,9,31,25,28,14,10,43,104.2,0.0313885195035461,0.01919385796545106,0.014539007092198575,0.1218096286657992,0.0340409416340879
201912180WAS,Washington Wizards,34,95,14,45,27,32,14,14,41,107.8,-0.039232409381663114,-0.009276437847866414,0.038461538461538464,0.06771568095496472,-0.03077022866069996
201912190ATL,Atlanta Hawks,39,90,11,29,17,19,6,16,34,107.6,-0.01857378465404852,-0.018587360594795543,-0.14616096207215543,-0.13641231593038822,-0.029666820535414924
201912190LAC,Los Angeles Clippers,43,86,16,37,15,19,7,18,31,104.6,0.008130081300812997,0,-0.06890243902439025,-0.08139534883720931,6.161372660238125e-4
201912190MIL,Milwaukee Bucks,36,77,16,39,23,32,8,13,32,94.8,0.005397301349325312,-0.052742616033755296,0.025641025641025633,0.07370129870129868,0.008560248284158457
201912190SAS,San Antonio Spurs,43,96,13,33,19,23,13,11,34,103.2,0.060191518467852256,-0.0678294573643411,0.09074074074074073,-0.13943273092369476,0.05245379984751286
201912200BOS,Boston Celtics,45,86,9,27,15,21,13,20,38,101.4,0.09753585596582243,-0.03944773175542407,0.1176154672395274,0.009712722298221621,0.09365707530559118
201912200CLE,Cleveland Cavaliers,40,92,17,37,17,23,16,14,44,99.2,0.01932563560470535,0.07056451612903225,0.12250712250712253,0.13576300085251491,0.029654593364981864
201912200DEN,Denver Nuggets,44,89,10,28,11,12,10,15,34,98.8,0.10097396143907772,0.010121457489878555,-0.07,-0.0833010461061604,0.08414573802582231
201912200GSW,Golden State Warriors,36,83,10,33,24,25,10,17,37,100,0.01092859082269887,0,-0.0377777777777778,0.12786630392537893,0.01306149500855525
201912200IND,Indiana Pacers,45,86,14,31,15,18,7,9,32,95.2,0.07046070460704607,-0.010504201680672273,-0.08888888888888885,0.031561461794019946,0.060127606156851095
201912200MIA,Miami Heat,43,77,18,38,25,34,9,17,42,98.6,0.09279891304347826,0.09127789046653145,0.006879606879606898,0.0906327714838353,0.08840109184712952
201912200OKC,Oklahoma City Thunder,49,87,10,24,18,21,8,15,33,102.4,0.12094026799909158,0,-0.024242424242424232,-0.03448275862068967,0.10625480964223362
201912200PHI,Philadelphia 76ers,38,90,10,34,12,18,11,15,35,101.2,-0.08426028921023354,-0.009881422924901184,0.025491949910554562,-0.0714859437751004,-0.07751791477393548
201912200POR,Portland Trail Blazers,42,84,17,36,17,19,11,20,43,100.6,0.1036691542288557,0.09940357852882704,-0.026789284286285464,0.03256963162623541,0.09425959564199354
201912200TOR,Toronto Raptors,38,78,12,30,34,44,6,17,36,106.6,0.03439153439153436,0.03752345215759849,-0.019656019656019652,0.16003536693191867,0.036746229168432676
201912210BRK,Brooklyn Nets,46,100,11,30,19,28,12,15,49,114.2,0.10530417295123173,0.04378283712784588,0.01777777777777778,-0.029047619047619044,0.09493856815437113
201912210CHO,Charlotte Hornets,39,85,12,29,17,22,11,14,25,96.8,-0.0410429744084983,-0.07231404958677684,0.0020202020202020055,-0.053333333333333344,-0.03969414069583947
201912210DET,Detroit Pistons,40,87,16,35,11,12,6,16,23,101.8,-0.044057377049180335,-0.019646365422396866,-0.17718794835007176,-0.1462904911180773,-0.054559120060712944
201912210MEM,Memphis Grizzlies,40,83,15,35,24,29,8,14,36,100.6,0.045924725822532375,0.019880715705765398,-0.1382113821138211,0.10915662650602409,0.0389867563518867
201912210NYK,New York Knicks,39,97,9,30,15,21,9,14,38,110.4,-0.04810531496062992,-0.045289855072463775,-0.0041017227235438936,-0.11594906003638566,-0.04859073055292419
201912210PHI,Philadelphia 76ers,49,94,14,33,13,21,16,14,37,100.4,0.10901210878052009,0.02988047808764939,0.18133462282398452,-0.191247582205029,0.09982653053634265
201912210PHO,Phoenix Suns,47,91,8,28,23,30,10,8,31,101,-0.04408482142857145,-0.019801980198019806,0.09920634920634919,0.04585070102311481,-0.033080013586452454
201912210POR,Portland Trail Blazers,40,94,13,35,20,25,12,14,33,106,-0.0064703675918980075,-0.018867924528301883,0.09772727272727272,0.040352164343360225,4.884401321068202e-4
201912210SAS,San Antonio Spurs,42,82,10,28,15,19,4,18,32,103.6,-0.01717171717171717,0.06756756756756757,-0.17124183006535945,0.04151268785415127,-0.0216804537679717
201912220BOS,Boston Celtics,46,88,14,32,13,16,10,11,47,95.4,0.11408045977011494,0.08385744234800838,0.24489795918367346,-0.05958980044345896,0.11337229415802885
201912220LAL,Los Angeles Lakers,39,83,10,29,16,22,18,19,27,92.8,-0.01440092165898621,0.11853448275862069,0.013636363636363669,-0.10070717653221584,-0.015121953544971832
201912220MIL,Milwaukee Bucks,44,104,15,44,14,17,16,9,45,103.8,0.04083011583011581,-0.03853564547206166,0.11447811447811446,0.10461538461538461,0.046270268900904715
201912220OKC,Oklahoma City Thunder,46,97,9,27,17,20,16,12,33,101,0.004603197259491876,-0.0297029702970297,0.1007751937984496,-0.06892831455286502,0.006127474938380271
201912220TOR,Toronto Raptors,37,94,10,34,26,31,14,10,37,102.4,0.015625,-0.068359375,-0.01035886052534224,0.03215130023640664,0.014147015233189154
201912230CLE,Cleveland Cavaliers,50,96,11,29,10,12,7,23,36,116.8,0.06078832116788324,0.059931506849315086,0.05753595997498437,-0.03267543859649123,0.056878584574477635
201912230DET,Detroit Pistons,43,84,10,30,13,18,6,13,24,98.2,-0.04294736842105268,0.010183299389002032,-0.2524719841793012,0.060025062656641606,-0.04877339528775679
201912230GSW,Golden State Warriors,38,87,12,30,25,30,13,19,42,105,0.04135763226672318,0.028571428571428553,0.11898395721925134,0.02298850574712641,0.044376321416612775
201912230IND,Indiana Pacers,45,95,18,42,12,20,13,12,32,102,0.03222028543414318,-0.0392156862745098,-0.017825311942959,-0.06517357222844344,0.025107891541698076
201912230MEM,Memphis Grizzlies,45,96,15,37,10,16,11,13,24,104.4,-0.2026082906380997,0.00957854406130268,0.06469002695417791,-0.008192883895131078,-0.17934489014177307
201912230MIA,Miami Heat,37,90,9,25,24,27,13,14,43,101.8,0.0037267080745341796,0.0294695481335953,0.08215408805031443,0.1111111111111111,0.01220088159537688
201912230NYK,New York Knicks,44,93,15,36,12,15,11,14,33,102,-7.751937984496471e-4,0.05882352941176472,-0.07071665875652583,-0.04096774193548389,-0.005283981739732682
201912230ORL,Orlando Magic,39,81,10,26,15,23,6,13,40,97.2,0.07921495327102801,-0.020576131687242788,-0.07282913165266108,0.04882154882154882,0.06939910199728168
201912230PHO,Phoenix Suns,42,87,13,37,14,18,9,17,29,102.2,-0.08528606208155814,-0.03913894324853229,0.042857142857142844,0.0070733863837312005,-0.07472305270768127
201912230POR,Portland Trail Blazers,37,91,4,29,16,18,8,11,40,101.2,-0.03046874999999999,-0.009881422924901184,-0.08528301886792453,0.057544605931702714,-0.029483055935377117
201912230SAC,Sacramento Kings,41,87,7,30,15,23,11,17,38,102.2,0.011294261294261254,0.05870841487279843,0.11363636363636365,-0.05747126436781608,0.014134886920668652
201912250DEN,Denver Nuggets,37,92,12,37,14,18,13,12,27,98.2,-0.042606516290726815,-0.06109979633401222,-0.08656145384983266,0.01884057971014494,-0.042531312129080096
201912250GSW,Golden State Warriors,41,87,9,28,25,28,11,16,43,103.2,0.09763892887993086,0.03875968992248062,-0.006483600305110582,0.14735632183908043,0.09383270574947028
201912250LAL,Los Angeles Lakers,39,96,12,45,16,21,12,13,30,105.4,-0.07630560928433266,-0.02846299810246679,-0.057427622211675355,-0.11568627450980393,-0.0764585104279
201912250PHI,Philadelphia 76ers,44,101,21,44,12,15,14,7,35,100,-0.026481681034482785,-0.03,0.07810443176831944,0.0556539864512767,-0.01800213188456747
201912250TOR,Toronto Raptors,38,80,8,23,18,22,7,17,27,98.8,-0.016233009708737867,-0.020242914979757082,-0.14551282051282052,0.09456521739130436,-0.018305170217650504
201912260BRK,Brooklyn Nets,21,78,13,50,27,36,9,13,41,96.4,-0.12813145661157027,0,-0.080026455026455,0.2265886287625418,-0.11025608855123432
201912260DAL,Dallas Mavericks,38,90,16,40,10,15,13,14,39,97,-0.03901098901098898,0.010309278350515455,0.13164665523156088,-0.009370816599732268,-0.028799297228796178
201912260DET,Detroit Pistons,46,86,19,48,21,26,11,14,37,99.4,0.05642048378795672,0.020120724346076438,-0.029975429975429957,0.03766430738119311,0.050987443449098044
201912260OKC,Oklahoma City Thunder,38,92,10,35,11,13,7,9,27,99.2,-0.12930723109152642,-0.06048387096774194,-0.08571428571428572,0.02432712215320912,-0.12029397609163713
201912260SAC,Sacramento Kings,37,107,9,39,21,25,16,12,51,113,0.010913242009132462,-0.008849557522123894,0.02342135476463833,-0.024892163910855497,0.009908803414795674
201912260UTA,Utah Jazz,46,81,14,36,15,22,7,10,34,92.8,0.04242234730039607,-0.021551724137931036,-0.06495726495726495,0.027881814398668325,0.03583200465706064
201912270ATL,Atlanta Hawks,33,91,12,41,8,14,8,18,38,106.6,-0.13731856378915203,0,0.0015673981191222652,-0.010989010989010978,-0.12394789794384115
201912270BOS,Boston Celtics,49,95,14,40,17,19,12,11,31,101.6,-0.03425925925925927,0,0.11056511056511054,-0.05634674922600619,-0.02755894777411806
201912270CHO,Charlotte Hornets,42,101,7,39,11,18,17,15,37,106.2,-0.029166666666666674,0.009416195856873838,0.09080547112462004,-0.10457225497830681,-0.02579845468433254
201912270GSW,Golden State Warriors,38,92,9,27,20,25,11,10,30,101,6.61375661375696e-4,-0.15841584158415842,-0.04380288700846194,-0.035942028985507274,-0.004616745830446845
201912270MIA,Miami Heat,40,89,16,38,17,19,14,13,42,95.6,-0.0435348474002733,0.094142259414225965,0.25889328063241107,0.07990012484394507,-0.022099271040725354
201912270ORL,Orlando Magic,37,88,10,30,14,23,10,15,38,102.2,0.011104617182933929,0,0.052777777777777785,-0.036311389759665635,0.011180588763142802
201912280BOS,Boston Celtics,31,78,7,32,28,36,7,14,24,99.4,-0.11856702619414483,-0.08048289738430583,-0.22905982905982908,0.22802197802197802,-0.10984726488068575
201912280CHI,Chicago Bulls,43,87,15,31,15,19,13,17,38,98.6,0.12379943502824864,-0.02028397565922921,0.11083621969322116,0.0793905372894948,0.11993408424507235
201912280DEN,Denver Nuggets,45,93,9,29,20,27,10,10,33,103.8,0.006614897900488914,-0.06743737957610789,-0.022727272727272735,-0.011136712749615973,0.003697202168330668
201912280GSW,Golden State Warriors,45,93,18,39,13,17,9,13,33,103.8,-0.010489510489510467,0,-0.018633540372670787,-0.08847592332865825,-0.013911273392339291
201912280HOU,Houston Rockets,44,101,13,42,7,16,16,14,38,105.4,0.028719372230822604,-0.0094876660341556,0.10480693459416862,-0.07199741713301763,0.028113008391786515
201912280LAC,Los Angeles Clippers,35,95,12,40,25,27,16,7,30,96.8,-0.13844505662687484,-0.051652892561983466,0.11403508771929824,0.11199510403916768,-0.11493552134227557
201912280MIA,Miami Heat,42,94,10,28,23,29,8,8,35,105.6,-0.00971208155393305,-0.009469696969696975,-0.01583374567046017,-0.0025101601721252698,-0.009727664058644734
201912280MIL,Milwaukee Bucks,43,84,13,37,12,18,14,23,44,100.2,0.06482861400894191,0.11976047904191615,0.22354057902230662,-0.04105090311986864,0.06907835022478746
201912280MIN,Minnesota Timberwolves,33,93,8,37,14,19,14,18,26,104.6,-0.06590007930214115,-0.09560229445506693,-0.11666666666666664,-0.1871247032537355,-0.07358441577996044
201912280NOP,New Orleans Pelicans,43,93,18,42,16,20,11,12,38,102,0.06660111438872501,-0.05882352941176472,0.004444444444444445,-0.1338393421884883,0.05422141619041756
201912280POR,Portland Trail Blazers,41,86,15,35,23,27,9,16,30,103.8,-0.026002822011691185,0.06743737957610792,-0.05400696864111501,0.014694607717863517,-0.024840730138102198
201912280SAC,Sacramento Kings,41,84,12,31,16,24,7,12,29,98.6,-0.03326863354037263,-0.010141987829614604,-0.01944444444444446,0.039313399778516056,-0.029442876295713093
201912280SAS,San Antonio Spurs,53,93,18,35,12,15,7,11,44,103,0.11929563492063494,0,0.004004004004004025,-0.05985663082437276,0.10517200639579674
201912280WAS,Washington Wizards,33,96,10,25,24,31,14,11,35,105.4,-0.06095041322314049,-0.09487666034155597,-0.0018422991893883578,0.01470588235294118,-0.05530801816959377
201912290DEN,Denver Nuggets,42,81,8,29,28,31,10,12,27,95.4,-0.014591291061879341,0,0.02777777777777779,0.2045025417574437,-0.0035631713965047704
201912290LAL,Los Angeles Lakers,38,78,9,23,23,28,6,16,33,99.2,0.1291254125412541,-0.020161290322580655,-0.12471395881006864,0.09262460386055893,0.11348054459782181
201912290MEM,Memphis Grizzlies,45,93,10,35,17,17,14,14,37,99.8,0.03592414529914528,0,0.08194444444444446,-0.06139034758689671,0.03397333908797712
201912290NOP,New Orleans Pelicans,50,102,18,44,9,13,14,9,32,102.2,-0.008390410958904082,-0.07827788649706457,0.09787234042553189,-0.07225853304284675,-0.006330873028421596
201912290TOR,Toronto Raptors,35,83,15,40,12,12,8,14,34,93.8,-0.005822896066798533,-0.031982942430703626,-0.0044296788482834915,-0.11183194315724435,-0.010255197553129664
201912300CHI,Chicago Bulls,40,107,17,44,5,8,14,10,29,106.2,-0.12277346426124691,-0.05649717514124293,-0.03418803418803418,-0.19136626613262125,-0.12042514194124121
201912300MIN,Minnesota Timberwolves,42,104,17,44,21,29,11,14,49,118.6,0.0019305019305019266,-0.016863406408094417,0.052419354838709686,-9.712509712508921e-5,0.0041859004114212705
201912300ORL,Orlando Magic,37,89,5,25,14,24,11,9,29,96.6,-0.048963317384369986,-0.11387163561076605,-0.06346153846153849,-0.015536135386322647,-0.049000224340570483
201912300POR,Portland Trail Blazers,44,96,14,34,14,18,10,8,32,101.2,-0.04682274247491641,-0.009881422924901184,-0.010822510822510817,-0.08242753623188404,-0.04607750944707469
201912300UTA,Utah Jazz,39,83,10,26,16,20,9,14,37,96,0.05958370326526585,-0.03125,0.0015197568389057614,-0.02241878908037212,0.052492069217469677
201912300WAS,Washington Wizards,43,84,17,37,20,30,9,9,31,96,0.04938221094836759,-0.09375,-0.03460011344299488,-0.15916503587736464,0.0354098827462865
201912310CHO,Charlotte Hornets,34,86,12,34,12,16,8,17,33,101.4,-0.04444444444444445,0.06903353057199212,-0.1422872340425532,0.06736993526732199,-0.043729228985714866
201912310HOU,Houston Rockets,46,87,16,34,22,31,13,15,30,101.4,0.04464164747324212,-0.009861932938856038,0.02392344497607657,0.19101789311529804,0.048915751369945096
201912310IND,Indiana Pacers,42,86,11,25,20,26,5,6,33,97.4,0.09459459459459463,-0.061601642710472276,-0.16629339305711086,0.0457449527216969,0.07803424716404278
201912310OKC,Oklahoma City Thunder,39,91,6,27,22,28,18,11,38,95.2,0.0746822033898305,0.01050420168067226,0.050909090909090904,0.02670447831738154,0.07093265874580398
201912310SAC,Sacramento Kings,33,80,8,28,13,19,11,15,30,91.6,0.0038829151732377998,0.04366812227074238,-0.08901515151515152,-0.07613636363636364,-0.0035649072425906776
201912310SAS,San Antonio Spurs,45,96,14,31,13,17,10,10,43,102.8,0.002944753856987392,0.019455252918287938,0.04914529914529914,0,0.00530209595773649
201912310TOR,Toronto Raptors,40,84,17,39,20,25,10,11,35,95,0.058308943089430854,-0.03157894736842104,0.046511627906976744,0.08866995073891623,0.05803463873170904
202001010LAL,Los Angeles Lakers,43,90,7,28,24,34,13,12,32,102.6,-0.018776240087078233,-0.019493177387914243,0.009492168960607505,0.06899224806201551,-0.013859249481738558
202001010MIL,Milwaukee Bucks,40,94,9,36,17,26,12,17,48,109.4,0.039387984278495214,0.05484460694698354,0.1111111111111111,-0.04991816693944354,0.03955646079809334
202001010NYK,New York Knicks,47,98,14,36,9,14,9,7,46,101.6,0.06965174129353235,-0.009842519685039366,0.01708074534161491,-0.003907946157186273,0.06328586138812203
202001010WAS,Washington Wizards,33,87,9,31,26,31,9,13,37,103.4,-0.0837781929801148,0.03868471953578337,-0.049166666666666664,0.08832425892317003,-0.07393888946315201
202001020CHI,Chicago Bulls,37,94,11,36,13,17,15,10,30,95.8,-0.07402031930333819,-0.07306889352818371,0.11081081081081079,-0.08538633818589025,-0.06522388929518128
202001020CLE,Cleveland Cavaliers,41,81,13,35,11,14,7,14,35,93.6,0.04171416357936736,0.032051282051282035,-0.027777777777777762,-0.10516138628588428,0.03226791570161918
202001020DAL,Dallas Mavericks,45,89,18,38,15,17,12,13,34,96.8,0.05019685039370081,0.020661157024793375,0.01185770750988141,0.003704161007531792,0.046124828740374005
202001020IND,Indiana Pacers,43,82,12,26,18,25,9,9,25,92,0.015107212475633569,-0.010869565217391297,-0.15548780487804878,-0.05634987384356602,0.00345941037825122
202001020LAC,Los Angeles Clippers,50,92,11,28,15,21,11,15,40,104.4,0.11998031496062994,0.03831417624521072,0.019230769230769218,-0.10291396854764107,0.10521040494665188
202001020MIA,Miami Heat,33,81,12,37,6,11,9,13,41,89.4,0.09386725320222539,0.03355704697986578,-0.03619528619528617,-0.08322929671244278,0.07967716217353948
202001020MIN,Minnesota Timberwolves,38,95,13,43,10,17,17,12,35,96.8,-0.0332063349768415,-0.04132231404958678,0.1540880503144654,-0.08954203691045798,-0.026176203580348265
202001020SAC,Sacramento Kings,44,90,14,34,26,31,7,12,34,107.4,0.005778511557023136,-0.046554934823091254,-0.019744483159117282,0.07383512544802864,0.006701291913055191
202001020SAS,San Antonio Spurs,40,92,13,31,10,12,14,8,31,90.8,-0.038617886178861804,0.04405286343612335,0.08058608058608058,-0.04860771861260381,-0.03223057364181452
202001030BOS,Boston Celtics,41,93,6,25,21,29,12,12,42,104.6,0.032301645787275846,-0.01912045889101338,0.125,0.0967741935483871,0.03900124436157361
202001030HOU,Houston Rockets,41,86,12,32,24,32,8,11,38,101.8,0.020153824241561036,0,-0.017857142857142877,0.08341759352881697,0.02058228841570047
202001030LAL,Los Angeles Lakers,43,86,14,29,23,28,8,12,39,101.2,0.049890522364716916,0.009881422924901184,0.01762820512820512,0.20861833105335154,0.05422642785603855
202001030ORL,Orlando Magic,33,81,13,35,26,29,7,10,37,95.6,0.054192455054524025,-0.08368200836820085,-0.06059204440333024,0.09598765432098763,0.048746293418062615
202001030PHO,Phoenix Suns,42,90,10,28,26,33,9,10,39,104.2,0.04171593745894098,-0.04798464491362764,-0.0625,0.07149758454106278,0.036799400645553114
202001030WAS,Washington Wizards,38,90,11,33,16,25,14,12,27,98,-0.07112022447658106,0.05102040816326531,0.02870813397129185,-0.11767676767676769,-0.06676966195579641
202001040ATL,Atlanta Hawks,42,82,10,32,22,24,4,13,36,100.6,0.05263157894736842,0.01988071570576541,-0.13197278911564628,-0.06504065040650403,0.03836696273764676
202001040BRK,Brooklyn Nets,32,67,13,35,25,34,6,24,32,98.6,-0.014021887824897383,0.1724137931034483,-0.14267834793491865,0.1669487613478997,-0.011351528054203109
202001040CHI,Chicago Bulls,34,80,13,34,23,31,11,15,26,96.4,-0.11008337675872854,-0.04149377593360995,-0.0714285714285714,0.08018292682926828,-0.09985408834044962
202001040CLE,Cleveland Cavaliers,39,85,14,30,14,17,9,13,33,95.8,0.024060150375939893,0.020876826722338204,-0.1436388508891929,-0.054044117647058826,0.012519196355227288
202001040DAL,Dallas Mavericks,47,100,15,50,11,13,14,10,27,101.2,-0.06848484848484848,-0.0691699604743083,-0.0975832193342453,-0.21941176470588236,-0.07598369479605427
202001040GSW,Golden State Warriors,33,82,11,21,27,32,11,14,31,97.8,-0.06712268314210063,-0.07157464212678938,0.004166666666666652,0.16059359388774613,-0.05449408416031528
202001040LAC,Los Angeles Clippers,45,101,7,30,17,22,14,13,35,108.8,-0.05940062199604185,0.03676470588235295,0.006483600305110582,-0.08168316831683167,-0.05603605945503187
202001040MIL,Milwaukee Bucks,43,87,17,45,24,33,7,9,42,102.2,0.03934506353861189,0.009784735812133072,-0.055373256767842494,-0.061094452773613195,0.03029596359353538
202001040ORL,Orlando Magic,38,85,11,37,9,12,9,10,37,90.8,-0.019382472574879794,0.02202643171806168,-0.07885763000852516,0.009108159392789375,-0.020802516124925882
202001040SAC,Sacramento Kings,38,85,12,21,27,36,14,20,37,105.4,0.06660949113779302,0.047438330170777976,0.09006211180124221,0.03029073698444895,0.06613766039516157
202001040WAS,Washington Wizards,50,91,6,16,22,27,14,11,35,98.8,0.1246374476313245,-0.010121457489878541,0.16387559808612437,-0.08008083870152835,0.11706303464953836
202001050CLE,Cleveland Cavaliers,40,84,8,25,15,19,12,20,32,99.6,-0.0023453128233427156,0.040160642570281124,-0.011664899257688266,0.07330827067669174,6.399107488776232e-4
202001050LAC,Los Angeles Clippers,45,83,18,32,27,33,10,19,32,105.2,-0.03510767980495727,0.02851711026615969,0.056410256410256376,0.0395869191049914,-0.026907751137087477
